freelancer_id,name,email,country,primary_skill,hourly_rate_usd,years_experience,join_date,rating_avg,total_earnings_usd,profile_complete,verified
FL00464,Ravi Hassan,ravi.hassan59@outlook.com,Bangladesh,Node.js,12,7,2018-03-24,4.1,131303,1,False
FL00465,Olga Silva,olga.silva96@outlook.com,Philippines,,12,2,2021-04-18,4.1,146367,yes,false
FL00466,Sunita Okafor,sunita.okafor38@gmail.com,Pakistan,SEO,100,3,2017-06-13,4.0,28192,1,0
FL00467,Lena Okafor,lena.okafor58@gmail.com,Ukraine,Video Editing,75,7,2020-07-19,3.2,8112,yes,1
FL00468,Ali Hassan,ali.hassan88@gmail.com,USA,WordPress,100,0,2017-10-20,2.9,63235,1,False
FL00469,Hassan Johnson,hassan.johnson23@yahoo.com,Philippines,JavaScript,12,14,,4.7,123762,Yes,false
FL00470,Hassan Silva,hassan.silva93@gmail.com,Mexico,Machine Learning,75,0,2023-02-21,4.2,29803,YES,false
FL00471,Sarah Patel,sarah.patel91@yahoo.com,Pakistan,DevOps,25,6,2018-09-13,,97716,1,true
FL00472,Sergiy Yamamoto,sergiy.yamamoto89@gmail.com,Germany,,100,15,2022-07-20,4.5,135980,no,False
FL00473,Maria Müller,maria.müller22@outlook.com,Egypt,React,100,10,2019-03-29,4.0,131254,1,True
FL00474,Fatima Kumar,fatima.kumar65@gmail.com,Vietnam,PHP,75,6,2019-06-21,3.7,48389,1,False
FL00475,Carlos Brown,carlos.brown9@gmail.com,Germany,Copywriting,20,8,2016-01-10,3.8,22359,Yes,1
FL00476,Lena Patel,lena.patel25@outlook.com,Nigeria,copywriting,30,13,2023-01-28,3.8,79048,no,False
FL00477,SUNITA AHMED,sunita.ahmed66@yahoo.com,Egypt,Video Editing,75,14,2020-06-20,4.1,81030,YES,1
FL00478,Ali Ahmed,ali.ahmed21@outlook.com,Egypt,Data Analysis,100,4,2017-02-25,4.2,80091,YES,true
FL00479,Sofia Okafor,sofia.okafor52@gmail.com,Vietnam,Machine Learning,,13,2023-07-21,3.9,100745,no,0
FL00480,Sunita Sharma,sunita.sharma93@outlook.com,Bangladesh,WordPress,75,8,2017-09-22,4.5,27091,YES,true
FL00481,Bjorn Sharma,bjorn.sharma20@gmail.com,Canada,DevOps,30,4,2018-08-22,3.9,82803,YES,false
FL00482,Fatima Nguyen,fatima.nguyen33@outlook.com,BANGLADESH,React,40,14,2017-03-26,3.7,4747,Yes,1
FL00483,Olga Sharma,olga.sharma72@gmail.com,Ukraine,Graphic Design,75,10,2023-03-28,3.6,40399,Yes,False
FL00484,,,Ukraine,Copywriting,75,13,2019-07-03,4.2,93468,1,1
FL00485,Aarav Johansson,aarav.johansson17@outlook.com,Australia,React,25,3,2021-10-01,,115749,No,True
FL00486,Hassan Yamamoto,hassan.yamamoto76@gmail.com,Germany,PHP,150,1,2019-06-24,3.6,83568,yes,True
FL00487,Aarav Singh,aarav.singh13@yahoo.com,Ukraine,Copywriting,30,14,2019-04-06,4.1,,0,False
FL00488,Yuki Kumar,yuki.kumar95@outlook.com,India,React,75,15,2015-09-08,3.9,29176,Yes,false
FL00489,Ivan Nguyen,ivan.nguyen61@gmail.com,UK,Flutter,40,8,2015-04-27,4.1,125199,No,1
FL00490,Juan Brown,juan.brown79@outlook.com,Vietnam,WordPress,1200,15,2016-06-09,4.5,25348,YES,1
FL00491,Ali Yamamoto,ali.yamamoto35@gmail.com,Bangladesh,Data Analysis,20,9,2022-06-30,4.1,62845,YES,True
FL00492,Hassan Williams,hassan.williams16@outlook.com,Canada,PHP,40,12,2020-01-31,4.0,90251,YES,True
FL00493,Sunita Johnson,sunita.johnson92@yahoo.com,UK,Flutter,12,4,2020-02-17,4.5,58658,yes,0
FL00494,Amara Johansson,amara.johansson68@gmail.com,Brazil,WordPress,20,1,2019-01-25,3.6,53504,No,true
FL00495,Chen Garcia,chen.garcia86@yahoo.com,Brazil,SEO,60,4,2015-01-02,5,42297,No,1
FL00496,Deepak Okafor,deepak.okafor87@gmail.com,Vietnam,UI/UX Design,15,8,2016-05-20,3.8,115390,Yes,1
FL00497,Bjorn Brown,bjorn.brown15@outlook.com,Canada,React,15,10,2015-06-17,3.5,130138,No,false
FL00498,Bjorn Brown,bjorn.brown33@yahoo.com,USA,PHP,30,8,2022-03-07,3.6,147476,no,false
FL00499,Sofia Patel,sofia.patel31@yahoo.com,Vietnam,DevOps,,3,2021-06-15,4.1,113693,Yes,False
FL00500,Amara Singh,amara.singh46@outlook.com,India,Flutter,40,13,2023-03-06,3.9,143965,1,false
