freelancer_id,name,email,country,primary_skill,hourly_rate_usd,years_experience,join_date,rating_avg,total_earnings_usd,profile_complete,verified
FL00454,ali patel,ali.patel60@outlook.com,mexico,python,20.0,10.0,2017-02-05,3.7,89072.0,0,1
FL00455,zara petrov,zara.petrov76@gmail.com,mexico,devops,25.0,3.0,2023-09-06,4.0,24197.0,0,0
FL00456,emily ahmed,emily.ahmed27@yahoo.com,canada,seo,20.0,4.0,2018-05-19,3.2,124312.0,0,0
FL00457,yuki khan,yuki.khan87@outlook.com,australia,devops,15.0,7.32,2019-06-26,4.2,131953.0,0,1
FL00458,emily kumar,emily.kumar50@outlook.com,mexico,javascript,120.0,15.0,2017-05-15,4.3,28400.0,1,1
FL00459,james nguyen,james.nguyen59@gmail.com,usa,flutter,50.0,0.0,2016-06-11,3.5,88334.0,1,1
FL00460,deepak singh,deepak.singh34@gmail.com,uk,video editing,78.45,2.0,2018-10-12,4.1,97308.0,1,0
FL00461,fatima petrov,fatima.petrov5@outlook.com,vietnam,python,75.0,9.0,2015-03-13,4.4,64489.0,0,0
FL00462,priya khan,priya.khan13@yahoo.com,nigeria,copywriting,12.0,11.0,2021-10-31,3.7,21283.0,0,1
FL00463,sergiy kumar,sergiy.kumar56@yahoo.com,nigeria,data analysis,30.0,7.0,2019-03-13,4.5,70506.0,0,0
FL00464,ravi hassan,ravi.hassan59@outlook.com,bangladesh,node.js,12.0,7.0,2018-03-24,4.1,131303.0,1,0
FL00465,olga silva,olga.silva96@outlook.com,philippines,nan,12.0,2.0,2021-04-18,4.1,146367.0,1,0
FL00466,sunita okafor,sunita.okafor38@gmail.com,pakistan,seo,100.0,3.0,2017-06-13,4.0,28192.0,1,0
FL00467,lena okafor,lena.okafor58@gmail.com,ukraine,video editing,75.0,7.0,2020-07-19,3.2,8112.0,1,1
FL00468,ali hassan,ali.hassan88@gmail.com,usa,wordpress,100.0,0.0,2017-10-20,2.9,63235.0,1,0
FL00469,hassan johnson,hassan.johnson23@yahoo.com,philippines,javascript,12.0,14.0,,4.7,123762.0,1,0
FL00470,hassan silva,hassan.silva93@gmail.com,mexico,machine learning,75.0,0.0,2023-02-21,4.2,29803.0,1,0
FL00471,sarah patel,sarah.patel91@yahoo.com,pakistan,devops,25.0,6.0,2018-09-13,4.0,97716.0,1,1
FL00472,sergiy yamamoto,sergiy.yamamoto89@gmail.com,germany,nan,100.0,15.0,2022-07-20,4.5,135980.0,0,0
FL00473,maria müller,maria.müller22@outlook.com,egypt,react,100.0,10.0,2019-03-29,4.0,131254.0,1,1
FL00474,fatima kumar,fatima.kumar65@gmail.com,vietnam,php,75.0,6.0,2019-06-21,3.7,48389.0,1,0
FL00475,carlos brown,carlos.brown9@gmail.com,germany,copywriting,20.0,8.0,2016-01-10,3.8,22359.0,1,1
FL00476,lena patel,lena.patel25@outlook.com,nigeria,copywriting,30.0,13.0,2023-01-28,3.8,79048.0,0,0
FL00477,sunita ahmed,sunita.ahmed66@yahoo.com,egypt,video editing,75.0,14.0,2020-06-20,4.1,81030.0,1,1
FL00478,ali ahmed,ali.ahmed21@outlook.com,egypt,data analysis,100.0,4.0,2017-02-25,4.2,80091.0,1,1
FL00479,sofia okafor,sofia.okafor52@gmail.com,vietnam,machine learning,78.45,13.0,2023-07-21,3.9,100745.0,0,0
FL00480,sunita sharma,sunita.sharma93@outlook.com,bangladesh,wordpress,75.0,8.0,2017-09-22,4.5,27091.0,1,1
FL00481,bjorn sharma,bjorn.sharma20@gmail.com,canada,devops,30.0,4.0,2018-08-22,3.9,82803.0,1,0
FL00482,fatima nguyen,fatima.nguyen33@outlook.com,bangladesh,react,40.0,14.0,2017-03-26,3.7,4747.0,1,1
FL00483,olga sharma,olga.sharma72@gmail.com,ukraine,graphic design,75.0,10.0,2023-03-28,3.6,40399.0,1,0
FL00484,nan,nan,ukraine,copywriting,75.0,13.0,2019-07-03,4.2,93468.0,1,1
FL00485,aarav johansson,aarav.johansson17@outlook.com,australia,react,25.0,3.0,2021-10-01,4.0,115749.0,0,1
FL00486,hassan yamamoto,hassan.yamamoto76@gmail.com,germany,php,150.0,1.0,2019-06-24,3.6,83568.0,1,1
FL00487,aarav singh,aarav.singh13@yahoo.com,ukraine,copywriting,30.0,14.0,2019-04-06,4.1,73631.88,0,0
FL00488,yuki kumar,yuki.kumar95@outlook.com,india,react,75.0,15.0,2015-09-08,3.9,29176.0,1,0
FL00489,ivan nguyen,ivan.nguyen61@gmail.com,uk,flutter,40.0,8.0,2015-04-27,4.1,125199.0,0,1
FL00490,juan brown,juan.brown79@outlook.com,vietnam,wordpress,1200.0,15.0,2016-06-09,4.5,25348.0,1,1
FL00491,ali yamamoto,ali.yamamoto35@gmail.com,bangladesh,data analysis,20.0,9.0,2022-06-30,4.1,62845.0,1,1
FL00492,hassan williams,hassan.williams16@outlook.com,canada,php,40.0,12.0,2020-01-31,4.0,90251.0,1,1
FL00493,sunita johnson,sunita.johnson92@yahoo.com,uk,flutter,12.0,4.0,2020-02-17,4.5,58658.0,1,0
FL00494,amara johansson,amara.johansson68@gmail.com,brazil,wordpress,20.0,1.0,2019-01-25,3.6,53504.0,0,1
FL00495,chen garcia,chen.garcia86@yahoo.com,brazil,seo,60.0,4.0,2015-01-02,5.0,42297.0,0,1
FL00496,deepak okafor,deepak.okafor87@gmail.com,vietnam,ui/ux design,15.0,8.0,2016-05-20,3.8,115390.0,1,1
FL00497,bjorn brown,bjorn.brown15@outlook.com,canada,react,15.0,10.0,2015-06-17,3.5,130138.0,0,0
FL00498,bjorn brown,bjorn.brown33@yahoo.com,usa,php,30.0,8.0,2022-03-07,3.6,147476.0,0,0
FL00499,sofia patel,sofia.patel31@yahoo.com,vietnam,devops,78.45,3.0,2021-06-15,4.1,113693.0,1,0
FL00500,amara singh,amara.singh46@outlook.com,india,flutter,40.0,13.0,2023-03-06,3.9,143965.0,1,0
